average_price,type,year,geography
1.15,Conventional,2015,Detroit
1.85,Organic,2015,Detroit
1.31,Conventional,2015,Grand Rapids
1.89,Organic,2015,Grand Rapids
1.16,Conventional,2015,Great Lakes
1.68,Organic,2015,Great Lakes
1.2,Conventional,2015,Harrisburg/Scranton
1.68,Organic,2015,Harrisburg/Scranton
1.38,Conventional,2015,Hartford/Springfield
2.38,Organic,2015,Hartford/Springfield
0.82,Conventional,2015,Houston
1.26,Organic,2015,Houston
1.34,Conventional,2015,Indianapolis
1.87,Organic,2015,Indianapolis
1.1,Conventional,2015,Jacksonville
1.77,Organic,2015,Jacksonville
1.16,Conventional,2015,Las Vegas
1.79,Organic,2015,Las Vegas
0.83,Conventional,2015,Los Angeles
1.36,Organic,2015,Los Angeles
1.01,Conventional,2015,Louisville
1.67,Organic,2015,Louisville
1.24,Conventional,2015,Miami/Ft. Lauderdale
1.92,Organic,2015,Miami/Ft. Lauderdale
1.1,Conventional,2015,Midsouth
1.4,Organic,2015,Midsouth
1.05,Conventional,2015,Nashville
1.32,Organic,2015,Nashville
0.92,Conventional,2015,New Orleans/Mobile
1.52,Organic,2015,New Orleans/Mobile
1.33,Conventional,2015,New York
2.21,Organic,2015,New York
1.29,Conventional,2015,Northeast
1.9,Organic,2015,Northeast
1.13,Conventional,2015,Northern New England
1.82,Organic,2015,Northern New England
1.18,Conventional,2015,Orlando
1.76,Organic,2015,Orlando
1.36,Conventional,2015,Philadelphia
1.75,Organic,2015,Philadelphia
0.63,Conventional,2015,Phoenix/Tucson
1.59,Organic,2015,Phoenix/Tucson
1.26,Conventional,2015,Pittsburgh
1.71,Organic,2015,Pittsburgh
1.08,Conventional,2015,Plains
1.66,Organic,2015,Plains
1.11,Conventional,2015,Portland
1.38,Organic,2015,Portland
1.11,Conventional,2015,Raleigh/Greensboro
1.77,Organic,2015,Raleigh/Greensboro
1.1,Conventional,2015,Richmond/Norfolk
1.51,Organic,2015,Richmond/Norfolk
1.09,Conventional,2015,Roanoke
1.36,Organic,2015,Roanoke
1.14,Conventional,2015,Sacramento
1.51,Organic,2015,Sacramento
0.92,Conventional,2015,San Diego
1.44,Organic,2015,San Diego
1.23,Conventional,2015,San Francisco
1.39,Organic,2015,San Francisco
1.11,Conventional,2015,Seattle
1.5,Organic,2015,Seattle
1.02,Conventional,2015,South Carolina
1.69,Organic,2015,South Carolina
0.85,Conventional,2015,South Central
1.37,Organic,2015,South Central
1.11,Conventional,2015,Southeast
1.59,Organic,2015,Southeast
1.03,Conventional,2015,Spokane
1.41,Organic,2015,Spokane
1.32,Conventional,2015,St. Louis
1.8,Organic,2015,St. Louis
1.33,Conventional,2015,Syracuse
1.57,Organic,2015,Syracuse
1.12,Conventional,2015,Tampa
1.68,Organic,2015,Tampa
0.95,Conventional,2015,West
1.48,Organic,2015,West
0.85,Conventional,2015,West Tex/New Mexico
1.71,Organic,2015,West Tex/New Mexico
0.99,Conventional,2015,Albany
1.76,Organic,2015,Albany
0.99,Conventional,2015,Atlanta
1.22,Organic,2015,Atlanta
1.16,Conventional,2015,Baltimore/Washington
1.58,Organic,2015,Baltimore/Washington
1.06,Conventional,2015,Boise
1.68,Organic,2015,Boise
1.11,Conventional,2015,Boston
1.85,Organic,2015,Boston
1.43,Conventional,2015,Buffalo/Rochester
1.55,Organic,2015,Buffalo/Rochester
0.84,Conventional,2015,California
1.15,Organic,2015,California
1.18,Conventional,2015,Charlotte
1.9,Organic,2015,Charlotte
1.09,Conventional,2015,Chicago
1.82,Organic,2015,Chicago
0.89,Conventional,2015,Cincinnati/Dayton
1.24,Organic,2015,Cincinnati/Dayton
1.03,Conventional,2015,Columbus
1.86,Organic,2015,Columbus
0.82,Conventional,2015,Dallas/Ft. Worth
1.29,Organic,2015,Dallas/Ft. Worth
1.03,Conventional,2015,Denver
1.27,Organic,2015,Denver
0.97,Conventional,2015,Detroit
1.92,Organic,2015,Detroit
0.95,Conventional,2015,Grand Rapids
1.84,Organic,2015,Grand Rapids
1.02,Conventional,2015,Great Lakes
1.69,Organic,2015,Great Lakes
1.07,Conventional,2015,Harrisburg/Scranton
1.74,Organic,2015,Harrisburg/Scranton
1.12,Conventional,2015,Hartford/Springfield
2.17,Organic,2015,Hartford/Springfield
0.87,Conventional,2015,Houston
1.2,Organic,2015,Houston
1.13,Conventional,2015,Indianapolis
1.79,Organic,2015,Indianapolis
1.01,Conventional,2015,Jacksonville
1.75,Organic,2015,Jacksonville
1.05,Conventional,2015,Las Vegas
1.61,Organic,2015,Las Vegas
0.75,Conventional,2015,Los Angeles
1.14,Organic,2015,Los Angeles
1.02,Conventional,2015,Louisville
1.65,Organic,2015,Louisville
1.01,Conventional,2015,Miami/Ft. Lauderdale
1.75,Organic,2015,Miami/Ft. Lauderdale
1.14,Conventional,2015,Midsouth
1.61,Organic,2015,Midsouth
0.99,Conventional,2015,Nashville
1.76,Organic,2015,Nashville
1.08,Conventional,2015,New Orleans/Mobile
1.54,Organic,2015,New Orleans/Mobile
1.18,Conventional,2015,New York
2,Organic,2015,New York
1.15,Conventional,2015,Northeast
1.85,Organic,2015,Northeast
1.05,Conventional,2015,Northern New England
1.82,Organic,2015,Northern New England
1,Conventional,2015,Orlando
1.7,Organic,2015,Orlando
1.24,Conventional,2015,Philadelphia
1.83,Organic,2015,Philadelphia
0.7,Conventional,2015,Phoenix/Tucson
1.37,Organic,2015,Phoenix/Tucson
1.25,Conventional,2015,Pittsburgh
1.63,Organic,2015,Pittsburgh
1.09,Conventional,2015,Plains
1.7,Organic,2015,Plains
0.94,Conventional,2015,Portland
1.32,Organic,2015,Portland
1.2,Conventional,2015,Raleigh/Greensboro
1.73,Organic,2015,Raleigh/Greensboro
1.13,Conventional,2015,Richmond/Norfolk
1.47,Organic,2015,Richmond/Norfolk
1.11,Conventional,2015,Roanoke
1.33,Organic,2015,Roanoke
1.02,Conventional,2015,Sacramento
1.22,Organic,2015,Sacramento
0.83,Conventional,2015,San Diego
1.09,Organic,2015,San Diego
0.95,Conventional,2015,San Francisco
1.09,Organic,2015,San Francisco
1.07,Conventional,2015,Seattle
1.71,Organic,2015,Seattle
1.05,Conventional,2015,South Carolina
1.52,Organic,2015,South Carolina
0.87,Conventional,2015,South Central
1.34,Organic,2015,South Central
1.01,Conventional,2015,Southeast
1.46,Organic,2015,Southeast
1.03,Conventional,2015,Spokane
1.58,Organic,2015,Spokane
1.24,Conventional,2015,St. Louis
1.85,Organic,2015,St. Louis
1.32,Conventional,2015,Syracuse
1.59,Organic,2015,Syracuse
1,Conventional,2015,Tampa
1.63,Organic,2015,Tampa
0.95,Conventional,2015,West
1.4,Organic,2015,West
0.84,Conventional,2015,West Tex/New Mexico
1.64,Organic,2015,West Tex/New Mexico
1.07,Conventional,2015,Albany
1.79,Organic,2015,Albany
1.1,Conventional,2015,Atlanta
1.22,Organic,2015,Atlanta
1.26,Conventional,2015,Baltimore/Washington
1.56,Organic,2015,Baltimore/Washington
1.14,Conventional,2015,Boise
1.5,Organic,2015,Boise
1.17,Conventional,2015,Boston
1.91,Organic,2015,Boston
1.35,Conventional,2015,Buffalo/Rochester
1.56,Organic,2015,Buffalo/Rochester
0.96,Conventional,2015,California
1.48,Organic,2015,California
1.25,Conventional,2015,Charlotte
1.84,Organic,2015,Charlotte
1.18,Conventional,2015,Chicago
1.62,Organic,2015,Chicago
0.87,Conventional,2015,Cincinnati/Dayton
1.17,Organic,2015,Cincinnati/Dayton
0.95,Conventional,2015,Columbus
1.84,Organic,2015,Columbus
0.75,Conventional,2015,Dallas/Ft. Worth
1.39,Organic,2015,Dallas/Ft. Worth
1.03,Conventional,2015,Denver
1.09,Organic,2015,Denver
1.01,Conventional,2015,Detroit
1.83,Organic,2015,Detroit
1.08,Conventional,2015,Grand Rapids
1.78,Organic,2015,Grand Rapids
1.04,Conventional,2015,Great Lakes
1.6,Organic,2015,Great Lakes
1.15,Conventional,2015,Harrisburg/Scranton
1.6,Organic,2015,Harrisburg/Scranton
1.43,Conventional,2015,Hartford/Springfield
2.18,Organic,2015,Hartford/Springfield
0.78,Conventional,2015,Houston
1.31,Organic,2015,Houston
1.07,Conventional,2015,Indianapolis
1.69,Organic,2015,Indianapolis
1.24,Conventional,2015,Jacksonville
1.81,Organic,2015,Jacksonville
1.01,Conventional,2015,Las Vegas
1.78,Organic,2015,Las Vegas
0.86,Conventional,2015,Los Angeles
1.35,Organic,2015,Los Angeles
1.18,Conventional,2015,Louisville
1.72,Organic,2015,Louisville
1.3,Conventional,2015,Miami/Ft. Lauderdale
1.69,Organic,2015,Miami/Ft. Lauderdale
1.21,Conventional,2015,Midsouth
1.62,Organic,2015,Midsouth
1.08,Conventional,2015,Nashville
1.8,Organic,2015,Nashville
1.06,Conventional,2015,New Orleans/Mobile
1.65,Organic,2015,New Orleans/Mobile
1.36,Conventional,2015,New York
1.9,Organic,2015,New York
1.27,Conventional,2015,Northeast
1.79,Organic,2015,Northeast
1.09,Conventional,2015,Northern New England
1.87,Organic,2015,Northern New England
1.27,Conventional,2015,Orlando
1.75,Organic,2015,Orlando
1.4,Conventional,2015,Philadelphia
1.63,Organic,2015,Philadelphia
0.72,Conventional,2015,Phoenix/Tucson
1.52,Organic,2015,Phoenix/Tucson
0.95,Conventional,2015,Pittsburgh
1.65,Organic,2015,Pittsburgh
1.11,Conventional,2015,Plains
1.68,Organic,2015,Plains
1.17,Conventional,2015,Portland
1.45,Organic,2015,Portland
1.24,Conventional,2015,Raleigh/Greensboro
1.74,Organic,2015,Raleigh/Greensboro
1.19,Conventional,2015,Richmond/Norfolk
1.57,Organic,2015,Richmond/Norfolk
1.16,Conventional,2015,Roanoke
1.48,Organic,2015,Roanoke
1.12,Conventional,2015,Sacramento
1.6,Organic,2015,Sacramento
0.95,Conventional,2015,San Diego
1.48,Organic,2015,San Diego
1.16,Conventional,2015,San Francisco
1.56,Organic,2015,San Francisco
1.24,Conventional,2015,Seattle
1.62,Organic,2015,Seattle
1.14,Conventional,2015,South Carolina
1.53,Organic,2015,South Carolina
0.8,Conventional,2015,South Central
1.44,Organic,2015,South Central
1.18,Conventional,2015,Southeast
1.47,Organic,2015,Southeast
1.18,Conventional,2015,Spokane
1.55,Organic,2015,Spokane
1.36,Conventional,2015,St. Louis
1.65,Organic,2015,St. Louis
1.28,Conventional,2015,Syracuse
1.6,Organic,2015,Syracuse
1.22,Conventional,2015,Tampa
1.65,Organic,2015,Tampa
0.99,Conventional,2015,West
1.37,Organic,2015,West
0.73,Conventional,2015,West Tex/New Mexico
1.59,Organic,2015,West Tex/New Mexico
1.11,Conventional,2015,Albany
1.79,Organic,2015,Albany
1.12,Conventional,2015,Atlanta
1.19,Organic,2015,Atlanta
1.24,Conventional,2015,Baltimore/Washington
1.59,Organic,2015,Baltimore/Washington
1,Conventional,2015,Boise
1.63,Organic,2015,Boise
1.25,Conventional,2015,Boston
1.99,Organic,2015,Boston
1.47,Conventional,2015,Buffalo/Rochester
1.79,Organic,2015,Buffalo/Rochester
1.06,Conventional,2015,California
1.52,Organic,2015,California
1.19,Conventional,2015,Charlotte
1.87,Organic,2015,Charlotte
1.09,Conventional,2015,Chicago
1.64,Organic,2015,Chicago
0.94,Conventional,2015,Cincinnati/Dayton
1.22,Organic,2015,Cincinnati/Dayton
1.01,Conventional,2015,Columbus
1.65,Organic,2015,Columbus
0.72,Conventional,2015,Dallas/Ft. Worth
1.34,Organic,2015,Dallas/Ft. Worth
1.03,Conventional,2015,Denver
1.12,Organic,2015,Denver
1.13,Conventional,2015,Detroit
1.49,Organic,2015,Detroit
1.35,Conventional,2015,Grand Rapids
1.87,Organic,2015,Grand Rapids
1.1,Conventional,2015,Great Lakes
1.55,Organic,2015,Great Lakes
1.2,Conventional,2015,Harrisburg/Scranton
1.72,Organic,2015,Harrisburg/Scranton
1.4,Conventional,2015,Hartford/Springfield
2.26,Organic,2015,Hartford/Springfield
0.77,Conventional,2015,Houston
1.27,Organic,2015,Houston
1.21,Conventional,2015,Indianapolis
1.78,Organic,2015,Indianapolis
1.27,Conventional,2015,Jacksonville
1.86,Organic,2015,Jacksonville
1.07,Conventional,2015,Las Vegas
1.89,Organic,2015,Las Vegas
0.94,Conventional,2015,Los Angeles
1.42,Organic,2015,Los Angeles
1.21,Conventional,2015,Louisville
1.65,Organic,2015,Louisville
1.33,Conventional,2015,Miami/Ft. Lauderdale
1.73,Organic,2015,Miami/Ft. Lauderdale
1.19,Conventional,2015,Midsouth
1.65,Organic,2015,Midsouth
1.08,Conventional,2015,Nashville
1.78,Organic,2015,Nashville
1.09,Conventional,2015,New Orleans/Mobile
1.55,Organic,2015,New Orleans/Mobile
1.45,Conventional,2015,New York
1.81,Organic,2015,New York
1.34,Conventional,2015,Northeast
1.83,Organic,2015,Northeast
1.15,Conventional,2015,Northern New England
1.9,Organic,2015,Northern New England
1.27,Conventional,2015,Orlando
1.82,Organic,2015,Orlando
1.44,Conventional,2015,Philadelphia
1.7,Organic,2015,Philadelphia
0.6,Conventional,2015,Phoenix/Tucson
1.56,Organic,2015,Phoenix/Tucson
1.23,Conventional,2015,Pittsburgh
1.68,Organic,2015,Pittsburgh
1.1,Conventional,2015,Plains
1.67,Organic,2015,Plains
1.21,Conventional,2015,Portland
1.61,Organic,2015,Portland
1.18,Conventional,2015,Raleigh/Greensboro
1.87,Organic,2015,Raleigh/Greensboro
1.16,Conventional,2015,Richmond/Norfolk
1.57,Organic,2015,Richmond/Norfolk
1.12,Conventional,2015,Roanoke
1.5,Organic,2015,Roanoke
1.22,Conventional,2015,Sacramento
1.63,Organic,2015,Sacramento
1.06,Conventional,2015,San Diego
1.49,Organic,2015,San Diego
1.26,Conventional,2015,San Francisco
1.56,Organic,2015,San Francisco
1.24,Conventional,2015,Seattle
1.8,Organic,2015,Seattle
1.15,Conventional,2015,South Carolina
1.5,Organic,2015,South Carolina
0.79,Conventional,2015,South Central
1.38,Organic,2015,South Central
1.21,Conventional,2015,Southeast
1.48,Organic,2015,Southeast
1.19,Conventional,2015,Spokane
1.66,Organic,2015,Spokane
1.33,Conventional,2015,St. Louis
1.81,Organic,2015,St. Louis
1.36,Conventional,2015,Syracuse
1.67,Organic,2015,Syracuse
1.25,Conventional,2015,Tampa
1.68,Organic,2015,Tampa
0.94,Conventional,2015,West
1.41,Organic,2015,West
0.75,Conventional,2015,West Tex/New Mexico
1.82,Organic,2015,West Tex/New Mexico
1.12,Conventional,2015,Albany
1.86,Organic,2015,Albany
1,Conventional,2015,Atlanta
1.62,Organic,2015,Atlanta
1.1,Conventional,2015,Baltimore/Washington
1.25,Organic,2015,Baltimore/Washington
1.17,Conventional,2015,Boise
1.51,Organic,2015,Boise
1.18,Conventional,2015,Boston
1.94,Organic,2015,Boston
1.4,Conventional,2015,Buffalo/Rochester
1.93,Organic,2015,Buffalo/Rochester
1.06,Conventional,2015,California
1.3,Organic,2015,California
1.19,Conventional,2015,Charlotte
1.9,Organic,2015,Charlotte
1.21,Conventional,2015,Chicago
1.67,Organic,2015,Chicago
0.98,Conventional,2015,Cincinnati/Dayton
1.25,Organic,2015,Cincinnati/Dayton
0.94,Conventional,2015,Columbus
1.91,Organic,2015,Columbus
0.67,Conventional,2015,Dallas/Ft. Worth
1.29,Organic,2015,Dallas/Ft. Worth
1.15,Conventional,2015,Denver
1.39,Organic,2015,Denver
0.97,Conventional,2015,Detroit
1.78,Organic,2015,Detroit
0.91,Conventional,2015,Grand Rapids
2.01,Organic,2015,Grand Rapids
1.04,Conventional,2015,Great Lakes
1.63,Organic,2015,Great Lakes
1.08,Conventional,2015,Harrisburg/Scranton
2.09,Organic,2015,Harrisburg/Scranton
1.11,Conventional,2015,Hartford/Springfield
2.18,Organic,2015,Hartford/Springfield
0.8,Conventional,2015,Houston
1.24,Organic,2015,Houston
1.11,Conventional,2015,Indianapolis
1.95,Organic,2015,Indianapolis
0.96,Conventional,2015,Jacksonville
1.78,Organic,2015,Jacksonville
0.9,Conventional,2015,Las Vegas
1.46,Organic,2015,Las Vegas
1.01,Conventional,2015,Los Angeles
1.25,Organic,2015,Los Angeles
0.99,Conventional,2015,Louisville
1.76,Organic,2015,Louisville
0.97,Conventional,2015,Miami/Ft. Lauderdale
1.82,Organic,2015,Miami/Ft. Lauderdale
1.11,Conventional,2015,Midsouth
1.53,Organic,2015,Midsouth
1.01,Conventional,2015,Nashville
1.64,Organic,2015,Nashville
0.9,Conventional,2015,New Orleans/Mobile
1.56,Organic,2015,New Orleans/Mobile
1.33,Conventional,2015,New York
2.02,Organic,2015,New York
1.22,Conventional,2015,Northeast
1.92,Organic,2015,Northeast
1.19,Conventional,2015,Northern New England
1.88,Organic,2015,Northern New England
0.98,Conventional,2015,Orlando
1.77,Organic,2015,Orlando
1.18,Conventional,2015,Philadelphia
1.84,Organic,2015,Philadelphia
0.71,Conventional,2015,Phoenix/Tucson
1.37,Organic,2015,Phoenix/Tucson
1.23,Conventional,2015,Pittsburgh
1.47,Organic,2015,Pittsburgh
1.09,Conventional,2015,Plains
1.8,Organic,2015,Plains
1.1,Conventional,2015,Portland
1.29,Organic,2015,Portland
1.19,Conventional,2015,Raleigh/Greensboro
1.85,Organic,2015,Raleigh/Greensboro
1.12,Conventional,2015,Richmond/Norfolk
1.52,Organic,2015,Richmond/Norfolk
1.09,Conventional,2015,Roanoke
1.36,Organic,2015,Roanoke
1.13,Conventional,2015,Sacramento
1.52,Organic,2015,Sacramento
0.96,Conventional,2015,San Diego
1.16,Organic,2015,San Diego
1.19,Conventional,2015,San Francisco
1.34,Organic,2015,San Francisco
1.13,Conventional,2015,Seattle
1.53,Organic,2015,Seattle
1,Conventional,2015,South Carolina
1.77,Organic,2015,South Carolina
0.76,Conventional,2015,South Central
1.37,Organic,2015,South Central
0.98,Conventional,2015,Southeast
1.73,Organic,2015,Southeast
1.1,Conventional,2015,Spokane
1.47,Organic,2015,Spokane
1.34,Conventional,2015,St. Louis
1.83,Organic,2015,St. Louis
1.33,Conventional,2015,Syracuse
1.76,Organic,2015,Syracuse
0.97,Conventional,2015,Tampa
1.68,Organic,2015,Tampa
0.99,Conventional,2015,West
1.43,Organic,2015,West
0.85,Conventional,2015,West Tex/New Mexico
1.84,Organic,2015,West Tex/New Mexico
1.02,Conventional,2015,Albany
1.93,Organic,2015,Albany
1.11,Conventional,2015,Atlanta
1.88,Organic,2015,Atlanta
1.25,Conventional,2015,Baltimore/Washington
1.63,Organic,2015,Baltimore/Washington
0.98,Conventional,2015,Boise
1.52,Organic,2015,Boise
1.19,Conventional,2015,Boston
1.98,Organic,2015,Boston
1.39,Conventional,2015,Buffalo/Rochester
1.83,Organic,2015,Buffalo/Rochester
1.1,Conventional,2015,California
1.53,Organic,2015,California
1.23,Conventional,2015,Charlotte
1.96,Organic,2015,Charlotte
1.22,Conventional,2015,Chicago
1.66,Organic,2015,Chicago
0.95,Conventional,2015,Cincinnati/Dayton
1.27,Organic,2015,Cincinnati/Dayton
0.96,Conventional,2015,Columbus
1.79,Organic,2015,Columbus
0.79,Conventional,2015,Dallas/Ft. Worth
1.36,Organic,2015,Dallas/Ft. Worth
1.11,Conventional,2015,Denver
1.44,Organic,2015,Denver
0.97,Conventional,2015,Detroit
1.74,Organic,2015,Detroit
1.11,Conventional,2015,Grand Rapids
1.87,Organic,2015,Grand Rapids
1.09,Conventional,2015,Great Lakes
1.62,Organic,2015,Great Lakes
1.14,Conventional,2015,Harrisburg/Scranton
1.79,Organic,2015,Harrisburg/Scranton
1.22,Conventional,2015,Hartford/Springfield
2.27,Organic,2015,Hartford/Springfield
0.79,Conventional,2015,Houston
1.24,Organic,2015,Houston
1.09,Conventional,2015,Indianapolis
1.81,Organic,2015,Indianapolis
1.2,Conventional,2015,Jacksonville
1.76,Organic,2015,Jacksonville
0.84,Conventional,2015,Las Vegas
1.43,Organic,2015,Las Vegas
1,Conventional,2015,Los Angeles
1.42,Organic,2015,Los Angeles
1,Conventional,2015,Louisville
1.63,Organic,2015,Louisville
1.25,Conventional,2015,Miami/Ft. Lauderdale
1.83,Organic,2015,Miami/Ft. Lauderdale
1.18,Conventional,2015,Midsouth
1.65,Organic,2015,Midsouth
1.07,Conventional,2015,Nashville
1.67,Organic,2015,Nashville
0.97,Conventional,2015,New Orleans/Mobile
1.57,Organic,2015,New Orleans/Mobile
1.36,Conventional,2015,New York
2.08,Organic,2015,New York
1.26,Conventional,2015,Northeast
1.95,Organic,2015,Northeast
1.07,Conventional,2015,Northern New England
1.9,Organic,2015,Northern New England
1.25,Conventional,2015,Orlando
1.89,Organic,2015,Orlando
1.39,Conventional,2015,Philadelphia
1.83,Organic,2015,Philadelphia
0.57,Conventional,2015,Phoenix/Tucson
1.46,Organic,2015,Phoenix/Tucson
1.25,Conventional,2015,Pittsburgh
1.41,Organic,2015,Pittsburgh
1.08,Conventional,2015,Plains
1.85,Organic,2015,Plains
1.2,Conventional,2015,Portland
1.45,Organic,2015,Portland
1.23,Conventional,2015,Raleigh/Greensboro
1.78,Organic,2015,Raleigh/Greensboro
